Stations_ID,Survey_ID,Station,Station_Start_Time,Temperature,Barometer,Fog,Wind_Speed,Broadcast_Species,Background_Noise,Station_Comments
661,79,N1.1,18:30:00,31,0,0,0,Pacific Screech Owl,2,Not part of burn area. Guse - can't hear much else.
662,79,N1.2,18:49:00,30,1068,0,0,Mottled Owl,0,Burn area. About 70 Pincheches passed overhead.About
663,79,N1.3,19:04:00,30,1068,0,0,Crested Owl,0,Burn area. Pucuyos; Sapos.
664,79,N1.4,19:26:00,29,1068,0,0,Black and White Owl,0,Burn Area.
665,79,N1.5,19:42:00,30,1069,0,0,Spectacled Owl,0,Burn area.
666,79,N1.6,19:58:00,30,0,0,0,Pacific Screech Owl,0,Burn area.
667,79,N1.7,20:15:00,29,0,0,0,Mottled Owl,0,Not part of burn area.
668,79,N1.8,20:31:00,29,1069,0,0,Crested Owl,0,
669,79,N1.9,20:57:00,29,0,0,0,Black and White Owl,2,Music in background.
670,79,N1.10,21:14:00,29,0,0,0,Spectacled Owl,0,
671,80,N2.1,18:30:00,31,0,0,0,Pacific Screech Owl,0,
672,80,N2.2,18:52:00,29,0,0,0,Mottled Owl,0,
673,80,N2.3,19:11:00,29,1069,0,0,Crested Owl,0,
674,80,N2.4,19:25:00,29,1069,0,0,Black and White Owl,0,
675,80,N2.5,19:40:00,30,0,0,0,Spectacled Owl,0,
676,80,N2.6,19:55:00,29,0,0,0,Pacific Screech Owl,0,
677,80,N2.7,20:10:00,29,0,0,0,Mottled Owl,0,
678,80,N2.8,20:25:00,29,0,0,0,Crested Owl,0,
679,80,N2.9,20:40:00,28,0,0,0,Black and White Owl,0,Guase - 1500 N. Radio on other side of river.
680,80,N2.10,20:55:00,29,1070,0,0,Spectacled Owl,0,
681,81,M1.1,17:39:00,16,777,0,0,Whiskered Screech Owl,1,
682,81,M1.2,18:00:00,17,776,0,0,Mottled Owl,1,
683,81,M1.3,18:17:00,16,778,0,0,Guat. Barred Owl,1,Saw a Fulvous owl arrive & perched in tree 10 m W of point. Recorded but no vocal. Only sound w/ it flying off (#69-88).
684,81,M1.4,18:38:00,15,778,0,0,Stygian Owl,1,Some wind higher in treetops
685,81,M1.5,19:07:00,15,0,0,0,Great Horned Owl,1,Grios
686,81,M2.6,19:28:00,15,0,0,0,Whiskered Screech Owl,1,Can see stars & moonlight
687,81,M1.7,19:46:00,15,784,0,0,Mottled Owl,1,
688,81,M1.8,20:01:00,15,784,0,0,Guat. Barred Owl,1,
689,81,M2.9,20:20:00,16,784,0,0,Stygian Owl,1,
690,81,M1.10,20:35:00,15,784,0,0,Great Horned Owl,1,
691,82,M2.1,17:45:00,20,819,0,13,Whiskered Screech Owl,2,Wind decreased to 9 Km/h.
692,82,M2.2,18:08:00,20,819,0,0,Mottled Owl,0,Wind in tree tops comes & goes.
693,82,M2.3,18:25:00,20,819,0,0,Guat. Barred Owl,2,Wind
694,82,M2.4,18:42:00,19,818,0,0,Stygian Owl,1,Wind tree tops.
695,82,M2.5,18:59:00,20,818,0,0,Great Horned Owl,1,Lt. wind treetops; can see moon. Saw something fly into tree?
696,82,M2.6,19:18:00,21,819,0,0,Whiskered Screech Owl,1,Win in treetops. Starts show through.
697,82,M2.7,19:36:00,20,815,0,0,Mottled Owl,1,Wind in treetops.
698,82,M2.8,19:53:00,17,817,0,0,Guat. Barred Owl,1,Wind in treetop - gentle.; quited down.
699,82,M2.9,20:13:00,20,817,0,0,Stygian Owl,2,Gusts of wind in treetops.
700,82,M2.10,20:30:00,18,815,0,0,Great Horned Owl,1,Lt. drizzle.
702,84,EI2.1,18:35:00,21,895,0,0,Pacific Screech Owl,1,
703,84,EI2.2,18:53:00,21,896,0,0,Mottled Owl,1,Occasional wind in tree tops
704,84,EI2.3,19:10:00,22,898,0,0,Crested Owl,2,Wind in tree tops
705,84,EI2.4,19:26:00,22,899,0,0,Black and White Owl,2,Wind in tree tops
706,84,EI2.5,19:43:00,22,0,0,2,Spectacled Owl,2,Wind gusts from 2 up 18 Km/h
707,84,EI2.6,19:58:00,22,902,0,4,Pacific Screech Owl,2,Wind gusts 0-4 Km/h; Wind in tree tops
708,84,EI2.7,20:16:00,23,904,0,2,Mottled Owl,2,Wind gusts 0-2 Km/h; Wind in tree tops;
709,84,EI2.8,20:35:00,23,905,0,0,Crested Owl,2,Wind in tree tops
710,84,EI2.9,20:53:00,23,912,0,0,Black and White Owl,2,Wind in tree tops
711,84,EI2.10,21:12:00,23,914,0,2,Spectacled Owl,2,Wind gusts to 0-2 Km/h; Wind in tree tops
712,83,M1.1,17:51:00,15,0,30,0,Whiskered Screech Owl,1,Occasional wind in tree tops
713,83,M1.2,18:09:00,17,779,30,0,Mottled Owl,1,Muyo at 12 min.
714,83,M1.3,18:27:00,16,779,50,0,Guat. Barred Owl,1,Lt. Rain; 100% fog at end
715,83,M1.4,18:45:00,16,778,100,0,Stygian Owl,1,
716,83,M1.5,19:05:00,16,778,100,0,Great Horned Owl,1,Lt. breeze; Wind in tree tops
717,83,M1.6,19:27:00,18,782,100,2,Whiskered Screech Owl,2,Occasionally wind & then calm; Gusts to 5 Km/h;Wind in tree tops
718,83,M1.7,19:43:00,18,784,100,2,Mottled Owl,2,
719,83,M1.8,19:57:00,18,784,100,2,Guat. Barred Owl,2,
720,83,M1.9,20:12:00,18,784,100,0,Stygian Owl,2,Wind ocassionally in tree tops
721,83,M1.10,20:28:00,18,785,100,0,Great Horned Owl,2,Wind ocassionally in tree tops
722,85,EI1.1,18:30:00,25,944,0,0,Pacific Screech Owl,2,Chicara
723,85,EI1.2,18:48:00,24,944,0,0,Mottled Owl,2,Chicara
724,85,EI1.3,19:05:00,24,943,0,0,Crested Owl,2,Chicara; Mottled Owl vocalized as we were walking to pt. 4.
725,85,EI1.4,19:26:00,23,943,0,0,Black and White Owl,1,
726,85,EI1.5,19:45:00,23,942,0,0,Spectacled Owl,1,
727,85,EI1.6,20:04:00,24,941,0,0,Pacific Screech Owl,1,Myuo
728,85,EI1.7,20:24:00,24,940,0,0,Mottled Owl,1,Crickets
729,85,EI1.8,20:42:00,23,0,0,0,Crested Owl,1,
730,85,EI1.9,21:01:00,23,939,0,0,Black and White Owl,1,
731,85,EI1.10,21:28:00,23,934,0,0,Spectacled Owl,1,
732,86,EI2.1,18:35:00,23,894,0,0,Pacific Screech Owl,1,
733,86,EI2.2,18:51:00,22,894,0,0,Mottled Owl,2,Dog barking.
734,86,EI2.3,19:07:00,22,898,0,0,Crested Owl,1,Dog at a distance
735,86,EI2.4,19:26:00,22,898,0,0,Black and White Owl,1,
736,86,EI2.5,19:44:00,22,900,0,0,Spectacled Owl,1,
737,86,EI2.6,20:01:00,22,902,0,0,Pacific Screech Owl,1,
738,86,EI2.7,20:19:00,22,903,0,0,Mottled Owl,1,Dogs in background. Heard owl land but quiet. Tepe squiently same spot as the pecaries were other night.
739,86,EI2.8,20:41:00,23,908,0,0,Crested Owl,1,Dogs in background.
740,86,EI2.9,21:01:00,22,908,0,0,Black and White Owl,1,
741,86,EI2.10,21:20:00,23,913,0,0,Spectacled Owl,1,Myuo.
742,87,N1.1,18:30:00,28,1003,0,0,Pacific Screech Owl,1,Collared Forest Falcon
743,87,N1.2,18:45:00,28,1003,0,0,Mottled Owl,1,Recored sapos & pacyuo (# 43-58) @ 6:50 PM.
744,87,N1.3,19:03:00,28,1003,0,0,Crested Owl,2,Sapos
745,87,N1.4,19:18:00,28,1004,0,0,Black and White Owl,2,Sapos
746,87,N1.5,19:33:00,27,1004,0,0,Spectacled Owl,2,Sapos. Mottled Owl vocalized between pts 5&6.
747,87,N1.6,19:49:00,26,1004,0,0,Pacific Screech Owl,2,Airplane
748,87,N1.7,20:04:00,27,0,0,0,Mottled Owl,1,
749,87,N1.8,20:21:00,27,1004,0,0,Crested Owl,1,Sapos
750,87,N1.9,20:36:00,25,1005,0,0,Black and White Owl,1,Sapos/Airplane
751,87,N1.10,20:52:00,26,1005,0,0,Spectacled Owl,1,Sapos
752,88,N2.1,18:30:00,29,1005,0,0,Pacific Screech Owl,1,
753,88,N2.2,18:46:00,29,1005,0,0,Mottled Owl,1,
754,88,N2.3,19:00:00,28,1005,0,0,Crested Owl,1,
755,88,N2.4,19:20:00,28,1005,0,0,Black and White Owl,1,Crickets. Recorded Geron (# 150-165
756,88,N2.5,19:36:00,28,1005,0,0,Spectacled Owl,1,
757,88,N2.6,19:51:00,28,1006,0,0,Pacific Screech Owl,1,
758,88,N2.7,20:05:00,28,1006,0,0,Mottled Owl,1,Airplane
759,88,N2.8,20:21:00,28,1006,0,0,Crested Owl,1,Dog @ distance.
760,88,N2.9,20:37:00,27,1007,0,0,Black and White Owl,1,
761,88,N2.10,20:53:00,27,1007,0,0,Spectacled Owl,1,
762,89,N1.1,18:30:00,29,0,0,0,Pacific Screech Owl,1,Two Corta Cabezas (Collared Forest Falcons)
763,89,N1.2,18:50:00,27,1004,0,0,Mottled Owl,2,Sapos
764,89,N1.3,19:10:00,28,1004,0,0,Crested Owl,1,Sapos
765,89,N1.4,19:25:00,29,1004,0,0,Black and White Owl,1,Sapos
766,89,N1.5,19:43:00,29,1005,0,0,Spectacled Owl,1,
767,89,N1.6,20:01:00,28,1005,0,0,Pacific Screech Owl,1,
768,89,N1.7,20:16:00,27,1005,0,0,Mottled Owl,1,
769,89,N1.8,20:33:00,29,1005,0,0,Crested Owl,2,Dogs across river.
770,89,N1.9,20:48:00,27,1005,0,0,Black and White Owl,1,Pucuyos
771,89,N1.10,21:04:00,26,0,0,0,Spectacled Owl,1,
772,90,N2.1,18:30:00,29,1004,0,0,Pacific Screech Owl,1,Collared Forest Falcon inbackground.
773,90,N2.2,18:46:00,28,1004,0,0,Mottled Owl,1,
774,90,N2.3,19:02:00,28,1004,0,0,Crested Owl,1,
775,90,N2.4,19:18:00,28,1004,0,0,Black and White Owl,1,
776,90,N2.5,19:32:00,28,0,0,0,Spectacled Owl,1,
777,90,N2.6,,0,0,0,0,,0,Missed Point.
778,90,N2.7,19:49:00,27,1005,0,0,Mottled Owl,1,
779,90,N2.8,20:02:00,27,1005,0,0,Crested Owl,1,
780,90,N2.9,20:18:00,27,1005,0,0,Black and White Owl,1,Airplane
781,90,N2.10,20:36:00,27,0,0,0,Spectacled Owl,1,
782,91,EI1.1,18:30:00,27,0,0,0,Pacific Screech Owl,1,Chichara
783,91,EI1.2,18:53:00,27,0,0,0,Mottled Owl,1,Chichara
784,91,EI1.3,19:13:00,26,0,0,0,Crested Owl,1,Chichara/Crickets
785,91,EI1.4,19:37:00,26,0,0,0,Black and White Owl,1,
786,91,EI1.5,20:00:00,26,0,0,0,Spectacled Owl,0,Heard a deer
787,91,EI1.6,20:19:00,25,941,0,0,Pacific Screech Owl,1,
788,91,EI1.7,20:39:00,25,843,0,0,Mottled Owl,1,Heard/saw a Temsquintly
789,91,EI1.8,20:59:00,24,940,0,0,Crested Owl,1,Saw an Armadillo.  Muyo in distance.
790,91,EI1.9,21:17:00,24,939,0,0,Black and White Owl,1,Wind starting in tree tops.
791,91,EI1.10,21:47:00,25,930,0,4,Spectacled Owl,0,
792,92,M1.1,18:15:00,15,775,0,0,Whiskered Screech Owl,1,
793,92,M1.2,18:34:00,16,775,0,0,Mottled Owl,1,
794,92,M1.3,18:54:00,17,0,0,0,Guat. Barred Owl,1,Recorded 2 Fulvous Owls about 1/2 way btw. Pts 3 & 4 (# 284-300).
795,92,M1.4,19:20:00,18,0,0,0,Stygian Owl,1,
796,92,M1.5,19:39:00,16,0,0,0,Great Horned Owl,1,
797,92,M1.6,19:56:00,18,0,0,0,Whiskered Screech Owl,1,
798,92,M1.7,20:14:00,18,782,0,0,Mottled Owl,1,
799,92,M1.8,20:29:00,17,781,0,0,Guat. Barred Owl,1,Fulvous Owl 40M E. recorded @ pt.8 as leaving (# 301-321).
800,92,M1.9,20:50:00,18,782,0,0,Stygian Owl,1,
801,92,M1.10,21:06:00,18,0,0,0,Great Horned Owl,1,
802,93,M2.1,18:20:00,20,819,0,0,Whiskered Screech Owl,1,
803,93,M2.2,18:49:00,20,818,0,0,Mottled Owl,1,
804,93,M2.3,19:10:00,20,818,0,0,Guat. Barred Owl,1,
805,93,M2.4,19:32:00,20,817,0,0,Stygian Owl,1,
806,93,M2.5,19:53:00,20,817,0,0,Great Horned Owl,1,Lightening.
807,93,M2.6,20:10:00,20,816,0,0,Whiskered Screech Owl,1,Lightening.
808,93,M2.7,20:27:00,19,816,0,0,Mottled Owl,1,
809,93,M2.8,20:51:00,20,815,0,0,Guat. Barred Owl,1,
810,93,M2.9,21:08:00,19,813,0,0,Stygian Owl,1,
811,93,M2.10,21:24:00,20,811,100,0,Great Horned Owl,1,"Light rain - and ""pea soup"" fog/mist."
812,94,M1.1,18:00:00,16,774,0,2,Whiskered Screech Owl,2,Wind.
813,94,M1.2,18:17:00,15,0,0,0,Mottled Owl,1,Wind.
814,94,M1.3,18:33:00,15,777,0,2,Guat. Barred Owl,1,Wind.
815,94,M1.4,18:48:00,15,775,0,2,Stygian Owl,2,Wind.
816,94,M1.5,19:06:00,15,777,0,0,Great Horned Owl,1,
817,94,M1.6,19:23:00,16,780,0,0,Whiskered Screech Owl,1,Wind occasionally in tree tops.
818,94,M1.7,19:39:00,16,782,0,0,Mottled Owl,1,Wind in tree tops.
819,94,M1.8,20:01:00,16,782,0,0,Guat. Barred Owl,2,Wind in tree tops - ocas. gusts.
820,94,M1.9,20:16:00,16,0,0,0,Stygian Owl,2,Wind in tree tops - ocas. gusts.
821,94,M1.10,20:31:00,0,783,0,0,Great Horned Owl,2,Wind in tree tops - ocas. gusts.
822,95,N1.1,18:30:00,28,0,0,0,Pacific Screech Owl,1,
823,95,N1.2,18:46:00,29,0,0,0,Mottled Owl,1,Sapos
824,95,N1.3,19:03:00,29,0,0,0,Crested Owl,1,Sapos/Pucuyos-Caballos.
825,95,N1.4,19:18:00,29,1004,0,0,Black and White Owl,1,Sapos
826,95,N1.5,19:34:00,28,1005,0,0,Spectacled Owl,1,Sapos
827,95,N1.6,19:52:00,29,0,0,0,Pacific Screech Owl,1,No sapos.
828,95,N1.7,20:10:00,28,0,0,0,Mottled Owl,1,
829,95,N1.8,20:26:00,28,1005,0,0,Crested Owl,1,
830,95,N1.9,20:41:00,28,0,0,0,Black and White Owl,1,
831,95,N1.10,20:57:00,27,0,0,0,Spectacled Owl,2,Sapos
832,96,N2.1,18:30:00,29,1005,0,0,Pacific Screech Owl,1,
833,96,N2.2,18:52:00,30,0,0,0,Mottled Owl,1,
834,96,N2.3,19:09:00,29,1006,0,0,Crested Owl,1,Construction dike other side of river.
835,96,N2.4,19:26:00,28,0,0,0,Black and White Owl,1,Construction dike other side of river.
836,96,N2.5,19:42:00,28,0,0,0,Spectacled Owl,1,
837,96,N2.6,20:06:00,28,0,0,0,Pacific Screech Owl,1,
838,96,N2.7,20:22:00,28,1007,0,0,Mottled Owl,1,
839,96,N2.8,20:40:00,29,0,0,0,Crested Owl,1,
840,96,N2.9,20:58:00,27,0,0,0,Black and White Owl,1,
841,96,N2.10,21:05:00,27,1007,0,0,Spectacled Owl,1,Working on dike across the river.
842,97,N1.1,18:30:00,30,0,0,0,Pacific Screech Owl,1,Construction other side of river - on dike.
843,97,N1.2,18:46:00,29,1004,0,0,Mottled Owl,1,
844,97,N1.3,19:03:00,29,1004,0,0,Crested Owl,1,Can see cane field across rv. Burning-helicopter circling fire.
845,97,N1.4,19:19:00,28,1004,0,0,Black and White Owl,1,
846,97,N1.5,19:35:00,29,1004,0,0,Spectacled Owl,1,Recorded btw. pts. 5&6 Ferg. Pygmy (# _ to 181)@7:50 PM (closer to pt. 6)
847,97,N1.6,19:55:00,28,1004,0,0,Pacific Screech Owl,1,
848,97,N1.7,20:11:00,28,1004,0,0,Mottled Owl,1,
849,97,N1.8,20:28:00,28,0,0,0,Crested Owl,1,
850,97,N1.9,20:44:00,28,1005,0,0,Black and White Owl,1,
851,97,N1.10,21:00:00,27,0,0,0,Spectacled Owl,1,
852,98,N2.1,18:30:00,31,1004,0,0,Pacific Screech Owl,1,Pecuyo.
853,98,N1.2,18:51:00,28,0,0,0,Mottled Owl,1,
854,98,N2.3,19:12:00,27,1004,0,0,Crested Owl,1,
855,98,N2.4,19:31:00,27,1004,0,0,Black and White Owl,1,Chacha.
856,98,N2.5,19:46:00,27,1004,0,0,Spectacled Owl,1,
857,98,N2.6,20:06:00,27,1005,0,0,Pacific Screech Owl,1,Can hear construction on dike other side river.
858,98,N2.7,20:30:00,27,1005,0,0,Mottled Owl,1,
859,98,N2.8,20:54:00,27,1005,0,0,Crested Owl,1,
860,98,N2.9,21:12:00,26,0,0,0,Black and White Owl,1,
861,98,N2.10,21:34:00,26,0,0,0,Spectacled Owl,1,Pucuyo.
862,99,EI1.1,18:30:00,27,0,0,0,Pacific Screech Owl,1,Some chichara.
863,99,EI1.2,18:51:00,26,0,0,0,Mottled Owl,1,Crickets.
864,99,EI1.3,19:10:00,26,944,0,0,Crested Owl,1,Crickets - chicadas@ a distance.
865,99,EI1.4,19:30:00,26,943,0,0,Black and White Owl,1,Two Collared Forest Falcons. Muyo.
866,99,EI1.5,19:50:00,25,942,0,0,Spectacled Owl,1,Muyo.
867,99,EI1.6,20:08:00,25,941,0,0,Pacific Screech Owl,1,
868,99,EI1.7,20:30:00,25,940,0,0,Mottled Owl,1,One Mottled Owl vocalizing btw. Pts 8&9.
869,99,EI1.8,20:56:00,25,940,0,0,Crested Owl,1,
870,99,EI1.9,21:18:00,25,938,0,0,Black and White Owl,1,Muyo.Recorded Muyo (#199-208).
871,99,EI1.10,21:51:00,25,935,0,0,Spectacled Owl,1,
872,100,EI2.1,18:43:00,22,0,0,0,Pacific Screech Owl,1,
873,100,EI2.2,19:00:00,23,898,0,0,Mottled Owl,1,Dogs at a distance.
874,100,EI2.3,19:17:00,22,899,0,0,Crested Owl,1,
875,100,EI2.4,19:35:00,22,0,0,0,Black and White Owl,1,
876,100,EI2.5,19:53:00,22,901,0,0,Spectacled Owl,1,House noise at a distance.
877,100,EI2.6,20:12:00,22,903,0,0,Pacific Screech Owl,1,
878,100,EI2.7,20:30:00,23,905,0,0,Mottled Owl,1,
879,100,EI2.8,20:50:00,23,907,0,0,Crested Owl,1,Two Miceleon.
880,100,EI2.9,21:12:00,23,909,0,0,Black and White Owl,1,
881,100,EI2.10,21:32:00,23,916,0,0,Spectacled Owl,1,As we walked to La Cascada one Mottled Owl E. 20 M.
882,101,N1.1,18:30:00,30,1005,0,0,Pacific Screech Owl,1,
883,101,N1.2,18:49:00,29,0,0,0,Mottled Owl,1,Pucuyo.
884,101,N1.3,19:05:00,29,1005,0,0,Crested Owl,1,Sapos in river.
885,101,N1.4,19:20:00,30,1004,0,2,Black and White Owl,2,River flowing. Sapos.
886,101,N1.5,19:35:00,29,1006,0,0,Spectacled Owl,2,Sapos; Pucuyos.
887,101,N1.6,19:50:00,29,1006,0,0,Pacific Screech Owl,2,Sapos; Pucuyos.
888,101,N1.7,20:06:00,29,1006,0,0,Mottled Owl,1,Sapos.
889,101,N1.8,20:23:00,28,1006,0,0,Crested Owl,1,
890,101,N1.9,20:38:00,28,1006,0,0,Black and White Owl,1,
891,101,N1.10,20:55:00,28,0,0,0,Spectacled Owl,1,Thunder & lightening - no rain.
892,102,N2.1,18:30:00,31,0,0,0,Pacific Screech Owl,1,Drizzle
893,102,N2.2,18:54:00,29,0,0,0,Mottled Owl,1,Grios (crickets).
894,102,N2.3,19:12:00,29,1004,0,0,Crested Owl,1,Pucuyo.
895,102,N2.4,19:27:00,29,1005,0,0,Black and White Owl,1,
896,102,N2.5,19:45:00,28,1005,0,0,Spectacled Owl,1,Micelion.
897,102,N2.6,20:07:00,28,1005,0,0,Pacific Screech Owl,1,
898,102,N2.7,20:20:00,28,1006,0,0,Mottled Owl,1,
899,102,N2.8,20:35:00,29,1006,0,0,Crested Owl,1,
900,102,N2.9,20:52:00,28,1006,0,0,Black and White Owl,1,Pucuyo.
901,102,N2.10,21:10:00,28,1006,0,0,Spectacled Owl,1,Pucuyo.
903,20,EI1.8,20:38:00,26,0,0,0,Crested Owl,0,
